,framework,login,seguidores,numero_prs_criados,numero_merges,numero_prs_criado_mergeado,numero_prs_criado_n_mergeado,numero_prs_n_mergeado_fechado,numero_prs_fechado,numero_merges_exclude_auto_merge,numero_revisoes_exclude_auto_revisado,auto_revisado,tempo experiencia(dias)
212,AWS,mikejgillespie,1.0,0,3,0,0,0,3,3,3,0,167
213,AWS,gowrishb,0.0,0,1,0,0,1,2,1,2,0,419
214,AWS,kenstler,10.0,0,1,0,0,0,1,1,1,0,0
215,AWS,aliasgarjh,1.0,0,1,0,0,0,1,1,1,0,0
216,AWS,awsvik,3.0,0,1,0,0,0,1,1,1,0,0
217,AWS,filanthropic,22.0,0,3,0,0,0,3,3,3,0,29
218,AWS,jeffpuchalski,4.0,0,2,0,0,0,2,2,2,0,0
219,AWS,rollucas,0.0,0,6,0,0,0,6,6,6,0,1125
220,AWS,rddefauw,0.0,0,1,0,0,0,1,1,1,0,0
221,AWS,joshongithub,5.0,0,3,0,0,0,3,3,3,0,15
222,AWS,steveataws,49.0,0,4,0,0,0,4,4,4,0,699
223,AWS,svarvadekar,,0,0,0,0,0,0,0,0,0,699
